GalaxyID,Class1.1,Class1.2,Class1.3,Class2.1,Class2.2,Class3.1,Class3.2,Class4.1,Class4.2,Class5.1,Class5.2,Class5.3,Class5.4,Class6.1,Class6.2,Class7.1,Class7.2,Class7.3,Class8.1,Class8.2,Class8.3,Class8.4,Class8.5,Class8.6,Class8.7,Class9.1,Class9.2,Class9.3,Class10.1,Class10.2,Class10.3,Class11.1,Class11.2,Class11.3,Class11.4,Class11.5,Class11.6
102471,0.612243,0.35793,0.029827,0.0,0.35793,0.0,0.35793,0.28237384,0.07555616,0.0,0.0,0.35793,0.0,0.0,1.0,0.553402162,0.058840838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196361922,0.0,0.086011919,0.0,0.0,0.0,0.0,0.0,0.28237384
102649,0.486956,0.462539,0.050505,0.0,0.462539,0.0,0.462539,0.115103293,0.347435707,0.0,0.295612375,0.166926625,0.0,0.040667,0.959333,0.047064297,0.439891703,0.0,0.0,0.0,0.040667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115103293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115103293
102657,0.216443,0.544742,0.238815,0.031381497,0.513360503,0.123475008,0.389885495,0.092070693,0.42128981,0.110423844,0.307038863,0.095897795,0.0,0.425791,0.574209,0.017770403,0.198672597,0.0,0.0,0.0,0.0,0.245108718,0.088752728,0.091929554,0.0,0.0,0.0,0.031381497,0.0,0.0,0.092070693,0.0,0.0361917,0.055878992,0.0,0.0,0.0
102765,0.044177,0.955823,0.0,0.0,0.955823,0.07572221,0.88010079,0.955823,0.0,0.107662947,0.360697014,0.487463039,0.0,0.389093,0.610907,0.0,0.044177,0.0,0.0,0.0,0.028792882,0.0,0.114393342,0.229175777,0.016730999,0.0,0.0,0.0,0.284982451,0.561415065,0.109425485,0.0,0.901985314,0.023030555,0.030807131,0.0,0.0
102808,0.567259,0.406365,0.026376,0.01908737,0.38727763,0.0,0.38727763,0.0,0.38727763,0.0,0.114978855,0.272298774,0.0,0.082949,0.917051,0.481904673,0.085354327,0.0,0.0,0.0,0.0,0.046168252,0.036780748,0.0,0.0,0.0,0.01908737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102822,0.463287,0.500088,0.036624,0.0,0.500088,0.0,0.500088,0.0,0.500088,0.057570131,0.323110858,0.119407012,0.0,0.563275,0.436725,0.399830116,0.063456884,0.0,0.0,0.03492305,0.52835195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102977,0.805,0.146,0.049,0.0,0.146,0.073,0.073,0.048618,0.097382,0.0,0.048618,0.097382,0.0,0.231,0.769,0.61019,0.19481,0.0,0.076999923,0.051333282,0.051333282,0.0,0.051333282,0.0,0.0,0.0,0.0,0.0,0.024309,0.024309,0.0,0.0,0.024309,0.0,0.0,0.0,0.024309
103072,0.770706,0.229294,0.0,0.092607719,0.136686281,0.055861359,0.080824921,0.0,0.136686281,0.0,0.0,0.136686281,0.0,0.066194,0.933806,0.02245529,0.74825071,0.0,0.0,0.0,0.0,0.033097,0.033097,0.0,0.0,0.04630386,0.04630386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103159,0.381227,0.618773,0.0,0.058845931,0.559927069,0.342540424,0.217386645,0.315335247,0.244591822,0.0,0.263194839,0.221358208,0.075374022,0.083177,0.916823,0.0,0.194210377,0.187016623,0.0,0.0,0.0415885,0.0,0.0415885,0.0,0.0,0.058845931,0.0,0.0,0.0,0.092854563,0.222480684,0.0,0.207117551,0.0,0.0,0.0,0.108217696
103167,0.378345,0.577706,0.043949,0.048346482,0.529359518,0.204324304,0.325035214,0.254103156,0.275256362,0.0,0.436501389,0.092858129,0.0,0.040892,0.959108,0.0,0.234606816,0.143738184,0.0,0.0,0.0,0.0,0.0,0.040892,0.0,0.0,0.0,0.048346482,0.0,0.0,0.254103156,0.0,0.093910174,0.0,0.0,0.0,0.160192982
103260,0.908351,0.091649,0.0,0.0,0.091649,0.0,0.091649,0.0,0.091649,0.031118227,0.0,0.01550472,0.045026054,0.0,1.0,0.602647288,0.305703712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103348,0.933,0.067,0.0,0.022311,0.044689,0.0,0.044689,0.0,0.044689,0.0,0.0223445,0.0223445,0.0,0.067,0.933,0.088635,0.555135,0.28923,0.022311,0.0,0.0,0.0,0.044689,0.0,0.0,0.022311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103354,0.811139,0.092014,0.096848,0.0,0.092014,0.0,0.092014,0.092014,0.0,0.0,0.092014,0.0,0.0,0.422947,0.577053,0.724016993,0.087122007,0.0,0.0,0.052868375,0.052868375,0.052868375,0.264341875,0.0,0.0,0.0,0.0,0.0,0.0,0.092014,0.0,0.0,0.0,0.0,0.0,0.0,0.092014
103393,0.527,0.449,0.024,0.0,0.449,0.0,0.449,0.283768,0.165232,0.0,0.283768,0.118087,0.047145,0.339,0.661,0.04743,0.47957,0.0,0.024093069,0.072618546,0.048525477,0.024093069,0.048525477,0.121144023,0.0,0.0,0.0,0.0,0.212826,0.070942,0.0,0.023576297,0.023576297,0.0,0.0,0.023576297,0.21303911
103503,0.238499,0.761501,0.0,0.253450378,0.508050622,0.186957548,0.321093074,0.246674327,0.261376296,0.03745908,0.21900589,0.251585652,0.0,0.047268,0.952732,0.0,0.020303181,0.218195819,0.0,0.0,0.0,0.0,0.047268,0.0,0.0,0.091721664,0.0,0.161728714,0.246674327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246674327
103610,0.716845,0.283155,0.0,0.0,0.283155,0.0,0.283155,0.0,0.283155,0.0,0.0,0.183764763,0.099390237,0.0,1.0,0.704512399,0.012332601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103707,0.904495,0.0,0.095505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.515271,0.484729,0.651391069,0.253103931,0.0,0.0,0.0,0.515271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103731,0.564299,0.435701,0.0,0.070294257,0.365406743,0.0,0.365406743,0.0,0.365406743,0.205281854,0.084191906,0.075932983,0.0,0.072313,0.927687,0.035807029,0.498714477,0.029778058,0.0,0.0361565,0.0,0.0,0.0361565,0.0,0.0,0.070294257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103769,0.158279,0.841721,0.0,0.12403264,0.71768836,0.234620937,0.483067423,0.211997965,0.505690396,0.0,0.080789461,0.574784407,0.062114492,0.221633,0.778367,0.0,0.134680234,0.023598766,0.193928875,0.0,0.0,0.0,0.0,0.0,0.027704125,0.082729771,0.041302869,0.0,0.168773064,0.043224901,0.0,0.0,0.018777932,0.0,0.0,0.0,0.193220033
103824,0.276791,0.721908,0.0013,0.01888006,0.70302794,0.114487397,0.588540543,0.57421424,0.1288137,0.0,0.210765667,0.388144538,0.104117735,0.258341,0.741659,0.109664594,0.167126406,0.0,0.06458525,0.1291705,0.0,0.0,0.032292625,0.032292625,0.0,0.01888006,0.0,0.0,0.369219756,0.164225273,0.040769211,0.123004729,0.0,0.04080998,0.0,0.0,0.41039953
103900,0.5653,0.374732,0.059968,0.0,0.374732,0.0,0.374732,0.203812987,0.170919013,0.0,0.0,0.374732,0.0,0.037073,0.962927,0.535635317,0.029664683,0.0,0.0,0.0,0.0,0.0,0.0,0.037073,0.0,0.0,0.0,0.0,0.0,0.203812987,0.0,0.0,0.0,0.0,0.0,0.0,0.203812987
104040,0.003114,0.996886,0.0,0.0,0.996886,0.263018402,0.733867598,0.996886,0.0,0.251265116,0.428102724,0.055041067,0.26247809,0.035634,0.964366,0.003114,0.0,0.0,0.0,0.0,0.0,0.035634,0.0,0.0,0.0,0.0,0.0,0.0,0.329394063,0.589001121,0.078490816,0.012778085,0.984107915,0.0,0.0,0.0,0.0
104173,0.922761,0.051493,0.025746,0.0,0.051493,0.0,0.051493,0.0,0.051493,0.0,0.0,0.051493,0.0,0.041095,0.958905,0.328645944,0.594115056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104196,0.803519,0.194233,0.002248,0.0,0.194233,0.0,0.194233,0.130183503,0.064049497,0.0,0.053746602,0.140486398,0.0,0.130919,0.869081,0.160036879,0.643482121,0.0,0.0,0.0,0.0654595,0.0,0.0654595,0.0,0.0,0.0,0.0,0.0,0.0,0.130183503,0.0,0.0,0.0,0.0,0.0,0.0,0.130183503
104216,0.339834,0.660166,0.0,0.510353869,0.149812131,0.0,0.149812131,0.0,0.149812131,0.149812131,0.0,0.0,0.0,0.425555,0.574445,0.0,0.0,0.339834,0.0,0.02638441,0.053194375,0.29278184,0.053194375,0.0,0.0,0.0,0.046442202,0.463911667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104422,0.803918,0.170211,0.025871,0.0,0.170211,0.0,0.170211,0.129464189,0.040746811,0.0,0.099490202,0.0,0.070720798,0.372788,0.627212,0.791163037,0.012754963,0.0,0.0,0.041559152,0.041559152,0.0,0.188981149,0.100688175,0.0,0.0,0.0,0.0,0.129464189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129464189
104516,0.63424,0.36576,0.0,0.032040942,0.333719058,0.0,0.333719058,0.0,0.333719058,0.0,0.067564427,0.201494228,0.064660404,0.033334,0.966666,0.03580919,0.59843081,0.0,0.033334,0.0,0.0,0.0,0.0,0.0,0.0,0.032040942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104611,0.83877,0.157906,0.003325,0.0,0.157906,0.0,0.157906,0.0,0.157906,0.0,0.0,0.111399999,0.046506001,0.10267,0.89733,0.271489719,0.567280281,0.0,0.00420947,0.0328544,0.0,0.0,0.06560613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104624,0.241859,0.736995,0.021146,0.2063586,0.5306364,0.328041545,0.202594855,0.440534339,0.090102061,0.0,0.451926572,0.078709828,0.0,0.244006,0.755994,0.026104084,0.183034538,0.032720379,0.094674328,0.0,0.05978147,0.029768732,0.05978147,0.0,0.0,0.17684932,0.0,0.02950928,0.308374037,0.088106868,0.044053434,0.044053434,0.308374037,0.0,0.0,0.0,0.088106868
104764,0.671796,0.298944,0.029259,0.0,0.298944,0.0,0.298944,0.0,0.298944,0.298944,0.0,0.0,0.0,0.485391,0.514609,0.0,0.580709868,0.091086132,0.0,0.0,0.057819291,0.25654322,0.042757122,0.042757122,0.085514245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104769,0.566189,0.433811,0.0,0.0,0.433811,0.226910049,0.206900951,0.39627854,0.03753246,0.0,0.0,0.297019113,0.136791887,0.133566,0.866434,0.14459731,0.42159169,0.0,0.0,0.0333915,0.066783,0.0,0.0,0.0333915,0.0,0.0,0.0,0.0,0.079255708,0.237767124,0.079255708,0.158511416,0.237767124,0.0,0.0,0.0,0.0
104988,0.911,0.089,0.0,0.0,0.089,0.0,0.089,0.0,0.089,0.0,0.0445,0.0445,0.0,0.333,0.667,0.133006,0.777994,0.0,0.0,0.0666,0.0,0.0,0.2664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105014,0.195849,0.802927,0.001224,0.017458845,0.785468155,0.138805576,0.646662579,0.232837896,0.552630259,0.051475656,0.34720206,0.281039721,0.10575072,0.507789,0.492211,0.001128678,0.180431963,0.01428836,0.507789,0.0,0.0,0.0,0.0,0.0,0.0,0.017458845,0.0,0.0,0.109704835,0.123133062,0.0,0.0,0.087098138,0.0,0.0,0.0,0.145739759
105020,0.935,0.065,0.0,0.0,0.065,0.0,0.065,0.0,0.065,0.0,0.021645,0.043355,0.0,0.304,0.696,0.565675,0.369325,0.0,0.0,0.021584,0.0,0.0,0.086944,0.195472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105056,0.490476,0.509524,0.0,0.0,0.509524,0.321163677,0.188360323,0.149525932,0.359998068,0.0,0.138895223,0.370628777,0.0,0.113937,0.886063,0.073419843,0.417056157,0.0,0.064449831,0.043951198,0.0,0.0,0.005536085,0.0,0.0,0.0,0.0,0.0,0.149525932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149525932
105069,0.0,0.997,0.003,0.0,0.997,0.51844,0.47856,0.997,0.0,0.03988,0.83748,0.11964,0.0,0.08,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.3988,0.51844,0.07976,0.0,0.0,0.07976,0.67796,0.1994,0.03988
105117,0.208106,0.791894,0.0,0.0,0.791894,0.0,0.791894,0.24672883,0.54516517,0.021379554,0.460765108,0.309749338,0.0,0.329588,0.670412,0.0,0.208106,0.0,0.0659176,0.0,0.0659176,0.0988764,0.0988764,0.0,0.0,0.0,0.0,0.0,0.211762667,0.034966163,0.0,0.0,0.0,0.0,0.069348319,0.0,0.177380511
105381,0.075397,0.924603,0.0,0.902857262,0.021745738,0.021745738,0.0,0.0,0.021745738,0.021745738,0.0,0.0,0.0,0.12266,0.87734,0.0,0.0,0.075397,0.0,0.0,0.020463736,0.0,0.020463736,0.0,0.081732528,0.30095212,0.039765445,0.562139697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105417,0.279186,0.720462,0.000353,0.043536078,0.676925922,0.152088332,0.524837591,0.583790392,0.09313553,0.035453318,0.191270835,0.373136461,0.077064632,0.122983,0.877017,0.0,0.267348793,0.011837207,0.03074575,0.0,0.0614915,0.03074575,0.0,0.0,0.0,0.043536078,0.0,0.0,0.196688324,0.353364238,0.033737831,0.0,0.498128493,0.0,0.0,0.0,0.085661899
105513,0.140641,0.825082,0.034277,0.703297422,0.121784578,0.0,0.121784578,0.042630813,0.079153765,0.0,0.121784578,0.0,0.0,0.0,1.0,0.0,0.0,0.140641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06821985,0.635077572,0.042630813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042630813
105576,0.446508,0.553492,0.0,0.009859906,0.543632094,0.056466522,0.487165572,0.498008857,0.045623236,0.078658128,0.332130397,0.085270868,0.047572701,0.149702,0.850298,0.031152417,0.392690837,0.0226643,0.0,0.0,0.049900617,0.049900617,0.049900617,0.0,0.0,0.0,0.009859906,0.0,0.456674122,0.0,0.041334735,0.0,0.0,0.0,0.0,0.0,0.498008857
105613,0.180016,0.802756,0.017228,0.046602394,0.756153606,0.033477945,0.722675661,0.433798518,0.322355088,0.070567279,0.573751208,0.111835118,0.0,0.367789,0.632211,0.0,0.180016,0.0,0.0,0.028319753,0.113279012,0.197870482,0.028319753,0.0,0.0,0.046602394,0.0,0.0,0.158279632,0.210400524,0.065118797,0.0,0.260761929,0.092179582,0.0,0.0,0.080857007
105631,0.122594,0.877406,0.0,0.0,0.877406,0.116150129,0.761255871,0.799779259,0.077626741,0.0,0.453909323,0.403287384,0.020209292,0.346261,0.653739,0.075354241,0.047239759,0.0,0.266274709,0.026662097,0.0,0.0,0.053324194,0.0,0.0,0.0,0.0,0.0,0.503860933,0.295918326,0.0,0.088864273,0.325835669,0.118485698,0.0,0.0,0.26659282
105902,0.097254,0.902746,0.0,0.187781098,0.714964902,0.134775174,0.580189728,0.351388805,0.363576097,0.017401531,0.289700203,0.379381111,0.028482057,0.227911,0.772089,0.0,0.047602332,0.049651668,0.0,0.012091362,0.080989313,0.026920391,0.080989313,0.026920391,0.0,0.107310701,0.0412172,0.039253197,0.194191509,0.139761032,0.017436264,0.017382853,0.0,0.031614451,0.0,0.0,0.302391501
105973,0.267528,0.720273,0.012199,0.087247389,0.633025611,0.633025611,0.0,0.09071257,0.542313041,0.0,0.036003332,0.555337543,0.041684737,0.119955,0.880045,0.232240789,0.035287211,0.0,0.070097384,0.0,0.0,0.0,0.049857616,0.0,0.0,0.087247389,0.0,0.0,0.057915894,0.032796676,0.0,0.0,0.09071257,0.0,0.0,0.0,0.0
106230,0.646201,0.321552,0.032248,0.0,0.321552,0.0,0.321552,0.0,0.321552,0.0,0.144167196,0.177384804,0.0,0.5767,0.4233,0.0,0.582514014,0.063686986,0.0,0.0,0.5086494,0.0,0.0680506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106263,0.322803,0.677197,0.0,0.035891441,0.641305559,0.080694196,0.560611363,0.424556465,0.216749094,0.0,0.309799324,0.266377166,0.065129069,0.795471,0.204529,0.049169999,0.273633001,0.0,0.398134031,0.091570644,0.275508199,0.0,0.030258126,0.0,0.0,0.035891441,0.0,0.0,0.303133316,0.121423149,0.0,0.0,0.060711574,0.0,0.0,0.0,0.36384489
106298,0.103027,0.876013,0.02096,0.876013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066222,0.933778,0.0,0.0,0.103027,0.0,0.0,0.0,0.0,0.033111,0.0,0.033111,0.535520763,0.109793337,0.2306989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106390,0.024197,0.964936,0.010867,0.0,0.964936,0.046317893,0.918618107,0.78868851,0.17624749,0.139218071,0.597569426,0.150549315,0.077598223,0.09653,0.90347,0.000823,0.023374302,0.0,0.03175837,0.00115836,0.0,0.0,0.06361327,0.0,0.0,0.0,0.0,0.0,0.478980785,0.309707725,0.0,0.018639076,0.102879684,0.057573473,0.148733245,0.144390726,0.316472306
